index	table_id	annotator_id	premise	hypothesis	label
76	T9	GW1	    The labels of Jeff Lynne are United Artists, Jet, Harvest, Epic, Sony BMG, Reprise, Frontiers.  The associated acts of Jeff Lynne are Electric Light Orchestra, Traveling Wilburys, Tom Petty and the Heartbreakers, The Idle Race, The Move, George Harrison, The Beatles.  Jeff Lynne was born on ( 1947-12-30 )  30 December 1947  (age 71)  Erdington, Birmingham, England, United Kingdom.  The occupation(s) of Jeff Lynne are Musician, singer-songwriter, record producer.    	Jeff Lynne preferred making music with United Artists over Sony BMG.	1
77	T9	GW1	    The associated acts of Jeff Lynne are Electric Light Orchestra, Traveling Wilburys, Tom Petty and the Heartbreakers, The Idle Race, The Move, George Harrison, The Beatles.  Jeff Lynne was born on ( 1947-12-30 )  30 December 1947  (age 71)  Erdington, Birmingham, England, United Kingdom.  The occupation(s) of Jeff Lynne are Musician, singer-songwriter, record producer.  The years active of Jeff Lynne was on 1963 - present.    	Jeff Lynne has been active in music for more than 60 years.	0
78	T10	GW0	    Born to Run is a album.  Born to Run was released on August 25, 1975.  Born to Run was recorded on May 1974 - July 1975.  The studio of Born to Run is Record Plant in New York City and 914 Sound Studios in Blauvelt.    	Born to Run was released in the summer of 1975.	2
79	T10	GW0	    Born to Run is a album.  Born to Run was released on August 25, 1975.  Born to Run was recorded on May 1974 - July 1975.  The studio of Born to Run is Record Plant in New York City and 914 Sound Studios in Blauvelt.    	The majority of Born to Run was recorded in 1974.	1
80	T10	GW0	    Born to Run is a album.  Born to Run was released on August 25, 1975.  Born to Run was recorded on May 1974 - July 1975.  The studio of Born to Run is Record Plant in New York City and 914 Sound Studios in Blauvelt.    	Born to Run was recorded in a single New York studio.	0
81	T10	GW11	    Born to Run is a album.  Born to Run was released on August 25, 1975.  Born to Run was recorded on May 1974 - July 1975.  The studio of Born to Run is Record Plant in New York City and 914 Sound Studios in Blauvelt.    	Born to Run was released in the second half of 1975.	2
82	T10	GW11	    Born to Run was released on August 25, 1975.  Born to Run was recorded on May 1974 - July 1975.  The studio of Born to Run is Record Plant in New York City and 914 Sound Studios in Blauvelt.  The producer of Born to Run are Bruce Springsteen, Mike Appel, Jon Landau.     	Bruce Springsteen lived in New York City in 1975.	1
83	T10	GW11	    Born to Run was released on August 25, 1975.  Born to Run was recorded on May 1974 - July 1975.  The studio of Born to Run is Record Plant in New York City and 914 Sound Studios in Blauvelt.  The label of Born to Run is Columbia.    	It snowed in NYC the day  Born to Run was released .	0
84	T10	GW1	    Born to Run is a album.  Born to Run was released on August 25, 1975.  Born to Run was recorded on May 1974 - July 1975.  The studio of Born to Run is Record Plant in New York City and 914 Sound Studios in Blauvelt.    	It took over a year to record the album Born to Run.	2
85	T10	GW1	    Born to Run was recorded on May 1974 - July 1975.  The studio of Born to Run is Record Plant in New York City and 914 Sound Studios in Blauvelt.  The label of Born to Run is Columbia.  The producer of Born to Run are Bruce Springsteen, Mike Appel, Jon Landau.     	Jon Landau did more producer work than Mike Appel on Born to Run.	1
86	T10	GW1	    Born to Run is a album.  Born to Run was released on August 25, 1975.  Born to Run was recorded on May 1974 - July 1975.  The studio of Born to Run is Record Plant in New York City and 914 Sound Studios in Blauvelt.    	The Spring of 1975 is when Born to Run was released.	0
87	T11	GW1	    The battles/wars of Jock Lewes is World War II, Western Desert Campaign , Operation Crusader.  Jock Lewes was born on ( 1913-12-21 ) 21 December 1913 Calcutta, Bengal Presidency, British India.  Jock Lewes died on 30 December 1941 (1941-12-30)  (aged 28) Cyrenaica, Italian Libya.  The years of service of Jock Lewes was on 1935-1941.    	Jock Lewes likely died while serving in the military.	2
88	T11	GW1	    The unit of Jock Lewes are Rifle Brigade (The Prince Consort's Own), Welsh Guards, L Detachment Special Air Service Brigade.  Jock Lewes was born on ( 1913-12-21 ) 21 December 1913 Calcutta, Bengal Presidency, British India.  Jock Lewes died on 30 December 1941 (1941-12-30)  (aged 28) Cyrenaica, Italian Libya.  The rank of Jock Lewes is Lieutenant.    	Jock Lewes would have risen above the rank of Lieutenant had he not died.	1
89	T11	GW1	    The birth name of Jock Lewes is John Steel Lewes.  Jock Lewes was born on ( 1913-12-21 ) 21 December 1913 Calcutta, Bengal Presidency, British India.  Jock Lewes died on 30 December 1941 (1941-12-30)  (aged 28) Cyrenaica, Italian Libya.  The years of service of Jock Lewes was on 1935-1941.    	Jock Lewes was born in the Spring of 1913.	0
90	T11	GW2	    The unit of Jock Lewes are Rifle Brigade (The Prince Consort's Own), Welsh Guards, L Detachment Special Air Service Brigade.  The battles/wars of Jock Lewes is World War II, Western Desert Campaign , Operation Crusader.  Jock Lewes was born on ( 1913-12-21 ) 21 December 1913 Calcutta, Bengal Presidency, British India.  Jock Lewes died on 30 December 1941 (1941-12-30)  (aged 28) Cyrenaica, Italian Libya.    	Jock Lewes fought when Hitler was in power in Germany.	2
91	T11	GW2	    The battles/wars of Jock Lewes is World War II, Western Desert Campaign , Operation Crusader.  The memorials of Jock Lewes is Alamein Memorial.   Jock Lewes was born on ( 1913-12-21 ) 21 December 1913 Calcutta, Bengal Presidency, British India.  Jock Lewes died on 30 December 1941 (1941-12-30)  (aged 28) Cyrenaica, Italian Libya.    	Jock Lewes was killed in war.	1
92	T11	GW2	    The unit of Jock Lewes are Rifle Brigade (The Prince Consort's Own), Welsh Guards, L Detachment Special Air Service Brigade.  The battles/wars of Jock Lewes is World War II, Western Desert Campaign , Operation Crusader.  Jock Lewes died on 30 December 1941 (1941-12-30)  (aged 28) Cyrenaica, Italian Libya.  The years of service of Jock Lewes was on 1935-1941.    	Jock Lewes fought in Operation Dessert Storm.	0
93	T11	GW0	    Jock Lewes was born on ( 1913-12-21 ) 21 December 1913 Calcutta, Bengal Presidency, British India.  Jock Lewes died on 30 December 1941 (1941-12-30)  (aged 28) Cyrenaica, Italian Libya.  The years of service of Jock Lewes was on 1935-1941.  The service number of Jock Lewes is 65419.    	Jock Lewes was in the military for over five years.	2
94	T11	GW0	    The unit of Jock Lewes are Rifle Brigade (The Prince Consort's Own), Welsh Guards, L Detachment Special Air Service Brigade.  The battles/wars of Jock Lewes is World War II, Western Desert Campaign , Operation Crusader.  Jock Lewes was born on ( 1913-12-21 ) 21 December 1913 Calcutta, Bengal Presidency, British India.  Jock Lewes died on 30 December 1941 (1941-12-30)  (aged 28) Cyrenaica, Italian Libya.    	Jock Lewes died during Operation Crusader.	1
95	T11	GW0	    The battles/wars of Jock Lewes is World War II, Western Desert Campaign , Operation Crusader.  Jock Lewes was born on ( 1913-12-21 ) 21 December 1913 Calcutta, Bengal Presidency, British India.  Jock Lewes died on 30 December 1941 (1941-12-30)  (aged 28) Cyrenaica, Italian Libya.  The years of service of Jock Lewes was on 1935-1941.    	Jock Lewes died in his home country.	0
96	T15	GW9	    Jaws was produced by Richard D. Zanuck ,  David Brown.  Jaws was screenplay by Peter Benchley ,  Carl Gottlieb.  Jaws was based on Jaws  by Peter Benchley.  Jaws was starring Roy Scheider ,  Robert Shaw ,  Richard Dreyfuss ,  Lorraine Gary ,  Murray Hamilton.    	Peter Benchley worked on both the original story and the screenplay for Jaws.	2
97	T15	GW9	    The production compnay of Jaws are Zanuck/Brown Company ,  Universal Pictures.  Jaws was produced by Richard D. Zanuck ,  David Brown.  The release date of Jaws is June 20, 1975  ( 1975-06-20 ).  The running time of Jaws is 124 minutes.    	Production for Jaws occured mostly in the spring of 1975.	1
98	T15	GW9	    In the box office, Jaws made $470.7 million.   The production compnay of Jaws are Zanuck/Brown Company ,  Universal Pictures.  Jaws was distributed by Universal Pictures.  The running time of Jaws is 124 minutes.    	Jaws did not break even while in the box office.	0
99	T15	GW4	    In the box office, Jaws made $470.7 million.   Jaws is a movie.  The release date of Jaws is June 20, 1975  ( 1975-06-20 ).  The running time of Jaws is 124 minutes.    	The film Jaws came out in the summer of 1975.	2
100	T15	GW4	    The production compnay of Jaws are Zanuck/Brown Company ,  Universal Pictures.  Jaws was produced by Richard D. Zanuck ,  David Brown.  Jaws was starring Roy Scheider ,  Robert Shaw ,  Richard Dreyfuss ,  Lorraine Gary ,  Murray Hamilton.  Jaws was directed by Steven Spielberg.    	The movie Jaws was mostly produced by David Brown.	1
101	T15	GW4	    In the box office, Jaws made $470.7 million.   The release date of Jaws is June 20, 1975  ( 1975-06-20 ).  The running time of Jaws is 124 minutes.  The budget of Jaws is $9 million.    	The film Jaws made only $10 million on release.	0
102	T15	GW1	    In the box office, Jaws made $470.7 million.   Jaws was produced by Richard D. Zanuck ,  David Brown.  The release date of Jaws is June 20, 1975  ( 1975-06-20 ).  The running time of Jaws is 124 minutes.    	Jaws was released in the Summer of 1975.	2
103	T15	GW1	    Jaws was produced by Richard D. Zanuck ,  David Brown.  Jaws was screenplay by Peter Benchley ,  Carl Gottlieb.  Jaws was based on Jaws  by Peter Benchley.  Jaws was starring Roy Scheider ,  Robert Shaw ,  Richard Dreyfuss ,  Lorraine Gary ,  Murray Hamilton.    	Carl Gottlieb wrote more of the screenplay to Jaws than Peter Benchley.	1
104	T15	GW1	    In the box office, Jaws made $470.7 million.   The release date of Jaws is June 20, 1975  ( 1975-06-20 ).  The running time of Jaws is 124 minutes.  The budget of Jaws is $9 million.    	Jaws' run time is under two hours long.	0
105	T16	GW3	    The capital of Ethiopian are Unspecified  (1270–1635), Gondar (1635–1855), Magdala (1855–1868), Mekele (1871–1885), Addis Ababa (1886–1974).  The empire established  was on 1270.  The emperor of Ethiopian are Yekuno Amlak  (first) (1270), Haile Selassie I  (last) (1930-1974).  The prime minister of Ethiopian are Habte Giyorgis  (first ) (1909 - 1927), Mikael Imru (last) (1974).    	Ethiopian Empire had many different capitals in different time periods.	2
106	T16	GW3	    The legislature of Ethiopian is Parliament of the Ethiopian Empire.  The capital of Ethiopian are Unspecified  (1270–1635), Gondar (1635–1855), Magdala (1855–1868), Mekele (1871–1885), Addis Ababa (1886–1974).  The empire established  was on 1270.  The emperor of Ethiopian are Yekuno Amlak  (first) (1270), Haile Selassie I  (last) (1930-1974).    	the capital of the Ethiopian empire in 1270 was Gondar.	1
107	T16	GW3	    The legislature of Ethiopian is Parliament of the Ethiopian Empire.  The monarchy abolished  was on 21 March 1975.   The empire established  was on 1270.  The government of Ethiopian is Absolute monarchy.    	The Ethiopian Empire is currently a monarchy.	0
108	T16	GW1	    The italian invasion  was on 3 October 1935 – May 1936.  The sovereignty restored  was on 5 May 1941.  The admitted to the united nations  was on 13 November 1945.  The empire established  was on 1270.    	The Ethiopian Empire was admitted to the United Nations just after World War 2.	2
109	T16	GW1	    The legislature of Ethiopian is Parliament of the Ethiopian Empire.  The monarchy abolished  was on 21 March 1975.   The emperor of Ethiopian are Yekuno Amlak  (first) (1270), Haile Selassie I  (last) (1930-1974).  The prime minister of Ethiopian are Habte Giyorgis  (first ) (1909 - 1927), Mikael Imru (last) (1974).    	The Ethiopian Empire will reintroduce a monarch one day.	1
110	T16	GW1	    The italian invasion  was on 3 October 1935 – May 1936.  The historical era of Ethiopian is Middle Ages to Cold War.  The italo-ethiopian war  of Ethiopian is 1895–1896.  The emperor of Ethiopian are Yekuno Amlak  (first) (1270), Haile Selassie I  (last) (1930-1974).    	The Italo-Ethiopian War was late in the 18th century.	0
111	T16	GW0	    The capital of Ethiopian are Unspecified  (1270–1635), Gondar (1635–1855), Magdala (1855–1868), Mekele (1871–1885), Addis Ababa (1886–1974).  The treaty of addis ababa  was on 23 October 1896.  The emperor of Ethiopian are Yekuno Amlak  (first) (1270), Haile Selassie I  (last) (1930-1974).  The prime minister of Ethiopian are Habte Giyorgis  (first ) (1909 - 1927), Mikael Imru (last) (1974).    	Gondar was the capital of Ethiopia for over two hundred years.	2
112	T16	GW0	    The capital of Ethiopian are Unspecified  (1270–1635), Gondar (1635–1855), Magdala (1855–1868), Mekele (1871–1885), Addis Ababa (1886–1974).  The common languages of Ethiopian are Ge'ez (official) Amharic, Afar, Gamo, Gedeo, Gurage, Hadiyya, Kafa, Oromo, Sidamo, Somali, Tigrinya, Wolaytta (widely spoken).  The emperor of Ethiopian are Yekuno Amlak  (first) (1270), Haile Selassie I  (last) (1930-1974).  The constitution adopted  was on 16 July 1931.    	Ge'ez is the most common language spoken in Ethiopia.	1
113	T16	GW0	    The capital of Ethiopian are Unspecified  (1270–1635), Gondar (1635–1855), Magdala (1855–1868), Mekele (1871–1885), Addis Ababa (1886–1974).  The common languages of Ethiopian are Ge'ez (official) Amharic, Afar, Gamo, Gedeo, Gurage, Hadiyya, Kafa, Oromo, Sidamo, Somali, Tigrinya, Wolaytta (widely spoken).  The emperor of Ethiopian are Yekuno Amlak  (first) (1270), Haile Selassie I  (last) (1930-1974).  The prime minister of Ethiopian are Habte Giyorgis  (first ) (1909 - 1927), Mikael Imru (last) (1974).    	Mikael Imru was Prime Minister of Ethiopia after Habte Giyorgis	0
114	T18	GW5	    James Marsden was born as James Paul Marsden    ( 1973-09-18 )  September 18, 1973  (age 45)   Stillwater, Oklahoma, U.S..  The years active of James Marsden was on 1993 - present.  The spouse(s) of James Marsden is Lisa Linde ( m.  2000;  div.  2011).  The number of children of James Marsden are 3.     	James Paul Marsden was born in the 20th century.	2
115	T18	GW5	    James Marsden was born as James Paul Marsden    ( 1973-09-18 )  September 18, 1973  (age 45)   Stillwater, Oklahoma, U.S..  The occupation of James Marsden are Actor ,  singer ,  model.  The years active of James Marsden was on 1993 - present.  The spouse(s) of James Marsden is Lisa Linde ( m.  2000;  div.  2011).    	James Paul Marsden preferred singing to acting.	1
116	T18	GW5	    James Marsden was born as James Paul Marsden    ( 1973-09-18 )  September 18, 1973  (age 45)   Stillwater, Oklahoma, U.S..  The years active of James Marsden was on 1993 - present.  The spouse(s) of James Marsden is Lisa Linde ( m.  2000;  div.  2011).  The number of children of James Marsden are 3.     	James Paul Marsden was born in the 19th century.	0
